user_id,Date received,Product,Issue,Consumer complaint narrative,State,ZIP code,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
1a1448a4-bfe5-455f-bc29-dc79ec5fb2c0,05/13/2016,Consumer Loan,Account terms and changes,"NONE OF YOUR "" MY LOAN IS A '' below apply to this situation! This was a car loan but the company is providing fraudulent information this is damaging my credit! 

RE : MidAtlantic Finance Company Account No. XXXX - NOT TO BE CONFUSED with my current MAF loan MidAtlantic Finance Company has reported several false items to all XXXX credit reporting agencies, and continues to do so. It is damaging my credit so much so that I was told I did n't qualify for a mortgage. 

Most recently, I settled this account per agreement on XXXX XXXX, XXXX, yet MAF reported it is a payment on the amount claimed owed ( which has been disputed since XXXX XXXX ). But that is just the most recent false information that was reported. It is showing a debt of {$250.00} per month along with XXXX different amounts charged off of the {$950.00} ( plus interest ) and another {$5100.00} that INCLUDES the {$950.00}. Please refer to the following as I NEVER owed MAF {$8100.00} as it reported. That was the original amount financed in XXXX XXXX with XXXX XXXX, and I made payments of {$250.00} a month through XXXX XXXX to XXXX XXXX. 
1 ) Car was purchased in XXXX XXXX and was financed IN HOUSE until XXXX XXXX per MAF 's statement of XXXX XXXX, XXXX, with my first payment being due to MAF XXXX XXXX. Therefore, I was not responsible for any prior late payments ( MAF recorded my first delinquency as XXXX XXXX ) and that should never have been on my credit report. I do not know why or HOW it can be considered owned by MAF since XXXX XXXX. 
2 ) There was NEVER a charge-off of {$5100.00} for the following reasons : a. Car was totaled XXXX XXXX, XXXX. I paid the {$250.00} XXXX payment plus additional interest fees on XXXX XXXX, XXXX. The insurance company paid {$4200.00} on XXXX XXXX, XXXX, leaving a balance per MAF of {$950.00} ( disputed since XXXX XXXX ) ; b. I was given a payoff in XXXX XXXX of {$5200.00}, with no expiration date, so I disputed the {$950.00} for 18 months before giving up. Finally, MAF sent me the accounting in XXXX XXXX, which supports my claim of payments made and wrongfully charged-off amounts. 
3 ) On XXXX XXXX, XXXX, this account was PAID IN FULL per MAF 's own letter dated XXXX XXXX, XXXX, yet MAF did not comply with the verbal agreement with its representative XXXX XXXX to remove negative credit AND it applied the {$500.00} as a payment toward the ( disputed ) balance owed rather than showing Paid in Full. 
The included supporting documents are as follows in a single PDF and numbered accordingly : 1 ) MAF - Accounting XXXX XXXX - received from MAF in XXXX XXXX - all writing on the page is by someone at MAF. This is a scan of exactly what I received. I was unaware that XXXX allegedly had my account prior to XXXX XXXX as all payments were made directly to the car dealership prior to XXXX XXXX. MAF accounting shows only {$950.00} ( disputed ) owed as of XXXX XXXX, XXXX. 
2 ) MAF - Payoff XXXX XXXX XXXX - Receipts showing XXXX was sent to MAF on XXXX XXXX, XXXX prior to payoff deadline of XXXX XXXX, XXXX, for the agreed amount of {$500.00}. Also sticky note from conversation on XXXX XXXX, XXXX, with XXXX XXXX prior to making XXXX payment later that day. 
3 ) MAF - XXXX XXXX XXXX XXXX - Screenshot of email from XXXX XXXX TWELVE days after payoff with the agreement referenced below attached that she said she previously was remiss in sending. By then MAF had my payment of {$500.00} since XXXX XXXX and 9 days past the deadline. 
4 ) MAF - Agreement XX/XX/XXXX - Agreement clearly stating that if the {$500.00} was paid by XXXX XXXX, XXXX, my account would be considered "" settlement of the account '' yet MAF has reported it as a PAYMENT.",AL,,Web,05/13/2016,Closed with monetary relief,Yes,Yes,1924047
8c697de7-e9be-4368-b250-e42704f79a33,12/10/2013,Consumer Loan,Managing the line of credit,,GA,30294,Web,12/10/2013,Closed with monetary relief,Yes,No,628619
2237d5a8-519f-4114-abe2-104c6fe1e057,04/02/2013,Consumer Loan,Shopping for a line of credit,,CA,95670,Phone,04/30/2013,Closed with explanation,Yes,No,372853
2befc59e-6fe3-4627-84c3-a5b8d9766795,11/03/2013,Consumer Loan,Shopping for a line of credit,,CA,94560,Web,11/12/2013,Closed with explanation,Yes,Yes,582695
e2abed08-cfeb-48a7-a40d-37f21030f729,05/01/2014,Consumer Loan,Shopping for a line of credit,,NY,10469,Postal mail,05/06/2014,Closed with explanation,Yes,No,834694
e9244f36-24be-4ca7-ba49-a1bd1991cc3f,06/18/2013,Consumer Loan,Managing the line of credit,,FL,33805,Referral,06/19/2013,Closed with explanation,Yes,No,435892
5fede48c-096e-4f82-997d-8229007d8318,02/18/2016,Consumer Loan,Shopping for a line of credit,"XX/XX/2014 I received a letter from the IRS stating that I owe the agency over {$6000.00}, I ask how, and the representative told my that I have not file my taxes with XXXX company I was working for since XX/XX/XXXX and I ask which company because I know I had never miss filling my taxes. The rep told me that I have been working with a company in XXXX, CT since XXXX. Folks, I have never heard of a City called XXXX and never been there, to cut story short, the representative I was taking with gave me the company name XXXX XXXX XXXX and ask me to XXXX their phone number and I did. 
I called the company and ask that I speak to the HR and told them what was going on, the HR person told me that am crazy and said that am in the garage as we speak working. I demand that she call police immediately and have him arrested she ask me to hold on moments latter a man 's voice on the line whom introduce himself as the manager, I ex [ lain every thing to him and he ask that I fax my government issued I.D to him to prove that I am who I said I am, i drove to the closest library and faxed more than he asked for and he called me XXXX min latter telling me THAT THE INDIVIDUAL WAS PRESENT WORKING AS WE SPEAK, I demand that he call the police and arrest him and he said that he could not do that, that all he could do is to ask him to leave the premises immediately. 
One week latter, I pulled my credit report and found out i WAS IN A MUCH DEEPER HOLE THAN THE IRS $ XXXX 
its been two years since this incident and am still fighting to clear my name. Upon investigation IRS CLEARED ME OF ALL CHARGES though am still owing tow states local TAXAS. Other companies has also deleted all charges including XXXX XXXX AND XXXX. 
*BUT XXXX CREDITOR AND XXXX CREDIT AGENCY REFUSED WHICH BROUGHT ME HERE TODAY. XXXX have refused to delete saying that only the original debt furnisher can ask them to delete. 
* The original debt Furnisher is CONN CREDIT CORP. I have called this company more than 30 times left messages send letters and have not received one response from them. PLEASE HELP ME.",KS,672XX,Web,02/23/2016,Closed with explanation,Yes,No,1792680
ca489db2-296e-424e-bad7-983615d0ee1b,07/14/2013,Consumer Loan,Account terms and changes,,CO,80015,Web,07/15/2013,Closed with monetary relief,Yes,No,457109
3c59d0e0-6529-4c7d-8858-e3af4a345a0b,03/01/2012,Consumer Loan,Managing the line of credit,,CA,90638,Web,03/01/2012,Closed without relief,Yes,No,28982
12e7b6d9-e7c3-4763-808d-e047b0536df6,05/29/2014,Consumer Loan,Problems when you are unable to pay,,FL,32309,Web,05/29/2014,Closed with explanation,Yes,No,873798
9231c446-cb16-4b2b-a7f7-ddfc8b25aaf6,04/09/2014,Consumer Loan,Managing the line of credit,,MI,49048,Web,04/09/2014,Closed with explanation,Yes,No,800577
92c4df4d-7a3e-44dc-a5ee-8612c770531a,12/19/2014,Consumer Loan,Problems when you are unable to pay,,PA,17701,Phone,12/22/2014,Closed with explanation,Yes,No,1164780
fd9fc5ff-19bc-424c-880e-c159c110d21f,12/06/2016,Consumer Loan,Managing the line of credit,"This was a revolving account in which I paid Wells Fargo National Bank. There fore I am requesting XXXX XXXX be totally removed. As far as Wells Fargo goes, I never missed a payment, but was late on one. But paid the agreed upon contract amount. Instead of calling me as the cosignor, they called my daughter who is a college student. I thought they were offers of credit increases when she told me they called, because they had called before. When I pulled my credit report and realized the account was closed, I called them and asked, how can you close an account in which you are receiving an on time monthly payment on, and they said, it was several months where I did n't pay the full amount and they called the cosigner, XXXX XXXX. I told them I was the cosigner. And then I asked, since they knew I was an XXXX, why did n't they call me? They told me they could only call one person on the account and they chose to call her. I asked them, Where was that law? Needless to say they did n't have an answer. I informed them that all it took was a simple phone call to me to could have resolved this before they went to the extreme. I told them that I was legally entitled to receive a phone call especially before they closed the account. I informed them that I was paying the account off shortly and I did. I opened this account to assist my daughter in building credit and this is ruining her start on life. I made 13 consecutive payments and this account was closed because of negligent policies and personnel being lazy.",MS,,Web,12/06/2016,Closed with explanation,Yes,No,2236949
14a9c81b-f317-443f-8adb-2b60de655c3c,04/09/2013,Consumer Loan,Account terms and changes,,NE,68127,Referral,04/15/2013,Closed with monetary relief,Yes,Yes,377811
b28110d0-ff91-4a55-82c1-0ec73f63d57b,12/22/2015,Consumer Loan,Account terms and changes,,CA,92782,Postal mail,12/28/2015,Closed with explanation,Yes,Yes,1712398
de5c9b8c-309a-4b0b-9662-07131eec9788,12/04/2012,Consumer Loan,Managing the line of credit,,TX,76137,Web,12/04/2012,Closed with explanation,Yes,Yes,202479
e1d6e1f7-258e-473b-b12f-89f91e63928a,02/25/2016,Consumer Loan,Managing the line of credit,,OR,97238,Referral,02/29/2016,Closed,Yes,Yes,1805193
cafcd13b-272a-4d09-b7d4-3c96bd97b1e9,06/24/2014,Consumer Loan,Managing the line of credit,,CA,93534,Phone,06/27/2014,Closed with explanation,Yes,No,909331
412a9c07-166a-429f-b39a-271d40a1e3b0,03/10/2016,Consumer Loan,Managing the line of credit,,NJ,08701,Phone,03/15/2016,Closed with explanation,Yes,No,1826377
0d23d162-4bea-49a5-a451-2d1cdd527b98,06/04/2012,Consumer Loan,Managing the line of credit,,AZ,85614,Referral,06/07/2012,Closed with explanation,Yes,No,92086
7fcbb6fe-1d94-4a95-8743-45f8450dd588,05/06/2015,Consumer Loan,Shopping for a line of credit,,FL,75766,Referral,05/07/2015,Closed with explanation,Yes,No,1363424
141799b8-1b39-416c-820a-7fac310fb56f,07/07/2015,Consumer Loan,Managing the line of credit,,GA,30338,Phone,07/08/2015,Closed with explanation,Yes,No,1454183
2afc245d-41a1-43be-9a6e-8ebfe08bbef1,01/03/2017,Consumer Loan,Managing the line of credit,,OK,73013,Postal mail,01/04/2017,Closed with monetary relief,Yes,No,2272679
b7f98ba6-4ffa-4d32-a8b3-1469775706f5,08/10/2016,Consumer Loan,Account terms and changes,,UT,84010,Phone,08/10/2016,Closed with explanation,Yes,Yes,2056916
b6a159da-2e81-466f-8ccc-1da9221a0782,05/15/2012,Consumer Loan,Managing the line of credit,,KS,66104,Referral,05/16/2012,Closed without relief,Yes,No,77921
333012ce-1715-4ff7-bc47-d68d4663eaf7,06/15/2016,Consumer Loan,Account terms and changes,,IL,60193,Phone,06/15/2016,Closed with explanation,Yes,No,1971171
444ca2a1-2cb3-4a7c-853c-9dffb65388c7,02/08/2013,Consumer Loan,Managing the line of credit,,MD,21040,Fax,02/11/2013,Closed with non-monetary relief,Yes,Yes,313087
bfd85577-465a-4857-8ef6-b611f1772f2d,03/21/2014,Consumer Loan,Managing the line of credit,,CA,91505,Web,03/28/2014,Closed with explanation,Yes,No,772615
b4d7140c-3230-4985-b6c0-359710a24d46,05/15/2012,Consumer Loan,Managing the line of credit,,CA,95695,Referral,05/19/2012,Closed without relief,Yes,No,78297
9d42d26e-b034-470b-a673-2d2fd409bb13,11/20/2013,Consumer Loan,Account terms and changes,,NJ,078XX,Web,12/03/2013,Closed with monetary relief,Yes,Yes,606079
5a121b17-cb1a-45a2-860c-ac0a510920ec,05/01/2012,Consumer Loan,Problems when you are unable to pay,,NY,10031,Web,06/07/2012,Closed with non-monetary relief,Yes,No,69000
4c67451d-2f9f-42b7-a44a-326419391063,02/26/2013,Consumer Loan,Managing the line of credit,,NJ,07080,Phone,02/26/2013,Closed with explanation,Yes,Yes,333448
f6b6c02b-9ca5-42d5-b8bf-ff4ef67b301c,03/15/2012,Consumer Loan,Account terms and changes,,GA,30214,Phone,03/21/2012,Closed without relief,Yes,Yes,35775
eea6c747-fc38-4b20-bed0-7d6f9b4a9d3a,04/24/2015,Consumer Loan,Managing the line of credit,,PA,173XX,Phone,05/04/2015,Closed with explanation,Yes,No,1345578
8589fd2a-91c6-4a5d-8fc0-338e4dee1dfa,08/11/2015,Consumer Loan,Shopping for a line of credit,,TX,78250,Phone,08/11/2015,Closed with explanation,Yes,No,1512207
d0efdc27-dfda-4785-9cf8-36e08a4869da,05/12/2015,Consumer Loan,Shopping for a line of credit,,TN,37803,Postal mail,05/13/2015,Closed with explanation,Yes,No,1371929
f08e5f11-cb7b-4ea0-907a-59bc43aaa1b8,04/17/2014,Consumer Loan,Shopping for a line of credit,,IL,60446,Web,04/17/2014,Closed with explanation,Yes,No,813934
0a9a8a94-8c52-47e4-bc2d-9d00eb846e91,05/06/2016,Consumer Loan,Managing the line of credit,,TX,77083,Phone,05/08/2016,Closed with explanation,Yes,No,1913146
d089ac53-5cea-4cf0-8936-0f8aab7fd4ef,10/22/2015,Consumer Loan,Managing the line of credit,,NC,27360,Phone,10/22/2015,Closed with explanation,Yes,No,1619387
21507b7c-9044-428e-ba71-4ef9ff78a077,06/05/2014,Consumer Loan,Managing the line of credit,,WA,98422,Referral,06/10/2014,Closed with explanation,Yes,No,882681
83c6eb1e-bf17-4733-941a-be5e2000c62d,07/08/2014,Consumer Loan,Shopping for a line of credit,,NY,11205,Web,08/01/2014,Untimely response,No,No,928538
f4a4ac90-d955-47a5-a5ba-cc61b5a1d0c7,08/04/2014,Consumer Loan,Managing the line of credit,,MA,023XX,Referral,08/06/2014,Closed with explanation,Yes,No,967253
a2bbae28-15b2-4a8e-89e1-5e7fd24f3ab4,11/15/2012,Consumer Loan,Managing the line of credit,,IA,501XX,Phone,11/20/2012,Closed with explanation,Yes,No,191671
e0d5fc36-c72d-4c89-829c-aad35286def7,10/17/2016,Consumer Loan,Managing the line of credit,,CA,90803,Referral,10/19/2016,Closed with monetary relief,Yes,No,2163309
dcc07ef9-4ea6-4dbf-ae9e-17176d6adb10,11/02/2012,Consumer Loan,Managing the line of credit,,NJ,01210,Phone,11/05/2012,Closed with monetary relief,Yes,No,184130
aedaacbb-d9bf-4de6-8506-28d599bf92db,07/16/2013,Consumer Loan,Problems when you are unable to pay,,CO,80539,Referral,07/17/2013,Closed with monetary relief,Yes,No,458829
83237a33-8337-4552-8161-816feb2819e6,09/26/2012,Consumer Loan,Account terms and changes,,DC,20007,Web,09/26/2012,Closed with explanation,Yes,No,159959
3d747ed8-3828-459f-b97e-f9deefe54f53,09/11/2014,Consumer Loan,Account terms and changes,,VA,20191,Postal mail,09/17/2014,Closed with explanation,Yes,Yes,1025161
6be5e4fb-6028-48bc-8b90-defadce3e08d,07/01/2013,Consumer Loan,Problems when you are unable to pay,,,,Referral,07/02/2013,Closed with explanation,Yes,No,447304
13256d13-4e5b-4795-9146-aed7b780f845,03/22/2012,Consumer Loan,Managing the line of credit,,TN,37128,Referral,03/26/2012,Closed with relief,Yes,No,39090
2b7d5fc7-1808-411e-98e7-b3eb2a3a696a,08/31/2015,Consumer Loan,Managing the line of credit,,NY,11357,Phone,09/11/2015,Closed with explanation,Yes,No,1544512
085ba08d-8107-4fac-9e26-0b75302e27e2,08/19/2016,Consumer Loan,Shopping for a line of credit,,WI,53210,Postal mail,08/27/2016,Closed with explanation,Yes,No,2071766
84ff985a-fade-4869-80c6-88d1f4d1281a,07/13/2016,Consumer Loan,Shopping for a line of credit,,NC,28328,Postal mail,07/15/2016,Closed with explanation,Yes,No,2009984
40114fde-fe02-4d76-a24e-54e4b6fc4499,03/01/2013,Consumer Loan,Managing the line of credit,,CA,91104,Referral,03/01/2013,Closed with explanation,Yes,No,338547
dccdf8d4-eda8-4fa9-84e5-a98d432afadf,02/06/2014,Consumer Loan,Account terms and changes,,FL,32803,Web,02/06/2014,Closed with explanation,Yes,No,700978
b76913ec-2a77-4afb-be88-b88d0f8185e5,11/01/2016,Consumer Loan,Managing the line of credit,,NY,10462,Referral,11/09/2016,Closed with explanation,Yes,Yes,2189244
d1012562-1726-4b2a-a359-f11a4ea56f9b,01/12/2013,Consumer Loan,Shopping for a line of credit,,AL,350XX,Postal mail,01/15/2013,Closed with explanation,Yes,No,229588
cf2b8553-fb0c-4a2c-a575-be8194b81d2e,08/20/2012,Consumer Loan,Shopping for a line of credit,,MA,02127,Referral,08/22/2012,Closed with non-monetary relief,Yes,Yes,138693
366caa8f-330f-4133-931d-846afb1dcb10,03/08/2013,Consumer Loan,Managing the line of credit,,CA,91602,Referral,03/11/2013,Closed with explanation,Yes,No,348478
9158237c-f239-49cc-ad8c-f16acbe4c1ce,02/25/2013,Consumer Loan,Managing the line of credit,,TN,38017,Referral,02/26/2013,Closed with monetary relief,Yes,No,332365
fad64462-cdb5-43a8-ac1a-fb1e79552950,12/27/2013,Consumer Loan,Problems when you are unable to pay,,NY,145XX,Web,12/27/2013,Closed with explanation,Yes,No,647770
12067f6c-9add-4103-a1f9-a8e5c28a6a02,03/07/2013,Consumer Loan,Account terms and changes,,ID,83301,Referral,03/08/2013,Closed with explanation,Yes,No,345532
6f90d10f-59a2-4c11-a838-0b041acb22b6,11/25/2013,Consumer Loan,Account terms and changes,,TX,75217,Web,11/25/2013,Closed with explanation,Yes,No,610813
a616a270-edd8-43ce-96e8-31f40359ef19,11/23/2015,Consumer Loan,Account terms and changes,,SC,29455,Postal mail,11/30/2015,Closed with explanation,Yes,Yes,1667335
a77c6157-d760-4de3-b7e6-1cf65d9dfa48,04/05/2017,Consumer Loan,Account terms and changes,,CA,94519,Postal mail,04/05/2017,Closed with explanation,Yes,No,2420579
8dab323f-b96e-4708-a059-65bd342cea05,04/11/2014,Consumer Loan,Problems when you are unable to pay,,CA,93023,Web,04/11/2014,Closed with explanation,Yes,Yes,805708
876bef64-c462-456f-ad5c-d83a44b3f3ac,12/13/2012,Consumer Loan,Account terms and changes,,WA,99302,Referral,12/17/2012,Closed with explanation,Yes,Yes,211711
e94dbf0c-9618-4894-80a4-aff428178a0d,05/29/2012,Consumer Loan,Managing the line of credit,,KY,40215,Referral,06/01/2012,Closed with explanation,Yes,No,88420
9a1b7e6a-55d8-4bc2-8d2a-35909f1dd2bf,01/16/2015,Consumer Loan,Shopping for a line of credit,,AL,363XX,Postal mail,01/21/2015,Closed with explanation,Yes,No,1196444
98e53837-476d-4b28-a327-0ef36d86cbd3,02/12/2015,Consumer Loan,Problems when you are unable to pay,,NC,28328,Referral,02/18/2015,Closed with explanation,Yes,No,1237943
978b172f-7624-436f-81d0-2eeeae0ece5e,08/19/2013,Consumer Loan,Problems when you are unable to pay,,NC,287XX,Phone,08/20/2013,Closed with explanation,Yes,No,495293
ac719617-d76d-49c7-b444-184d29d4c78b,01/30/2015,Consumer Loan,Account terms and changes,,CO,80231,Web,02/26/2015,Closed with explanation,Yes,Yes,1218802
2db1a42d-cc22-4775-9e2e-263aa4ea1a03,10/23/2015,Consumer Loan,Account terms and changes,,CA,92027,Referral,10/27/2015,Closed with non-monetary relief,Yes,No,1622114
